type,name,iso_region,municipality,i94port,coordinate1,coordinate2
small_airport,Lightning Bolt Field Airport,US-VT,Cabot,04VT,-72.26360321039999,44.4011001587
small_airport,Field of Dreams Airport,US-MN,Hinckley,04W,-92.895401001,46.0228004456
small_airport,Ox Meadows Airport,US-WA,Spokane,04WA,-117.43699646,47.5817985535
small_airport,Dutch Gap Airstrip,US-WI,Bristol,04WI,-88.0167007446,42.523399353
small_airport,Stillwater Creek Airport,US-WA,Royal City,04WN,-119.641667,46.963889
heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,US-WV,Morgantown,04WV,-79.9561111111,39.6536111111
heliport,Napiers Heliport,US-TX,Mansfield,04XS,-97.1425018311,32.5820999146
small_airport,Wasilla Creek Airpark,US-AK,Palmer,05AK,-149.1880035,61.66830063
heliport,Allen Stagefield Army Heliport,US-AL,Fort Rucker/Wicksburg,05AL,-85.64969635010002,31.2311992645
small_airport,Ozark Skies Airpark,US-AR,Kingston,05AR,-93.57025,36.000633
heliport,Yuma Regional Medical Center Heliport,US-AZ,Yuma,05AZ,-114.634002686,32.682800293
seaplane_base,Van Buren Seaplane Base,US-ME,Van Buren,05B,-67.931999,47.158901
heliport,Lost Hills Sheriff's Station Heliport,US-CA,Calabasas,05CA,-118.713996887,34.137798309299995
small_airport,Pope Valley Airport,US-CA,Pope Valley,05CL,-122.39099884,38.6106987
small_airport,Rancho De Aereo Airport,US-CO,Mead,05CO,-104.9844228,40.2149839
heliport,O And G Heliport,US-CT,Torrington,05CT,-73.1162033081,41.7737007141
small_airport,Melanie's Airport,US-FL,Florala,05FA,-86.21829986572266,30.918899536132812
heliport,Aventura Heliport,US-FL,North Miami Beach,05FD,-80.13919830322266,25.960899353027344
small_airport,Charlton Strip,US-FL,La Belle,05FL,-81.4083023071289,26.523099899291992
small_airport,Raju Airport,US-GA,Richland,05GA,-84.71440124511719,32.0713996887207
small_airport,Spotts Field,US-IA,Nora Springs,05IA,-93.06829833984375,43.13750076293945
small_airport,Running Creek Ranch Airport,US-ID,Grangeville,05ID,-114.835999,45.914101
small_airport,Reichhart Airport,US-IN,New Haven,05II,-84.99720001220703,41.02870178222656
small_airport,Classic Landings Airport,US-IL,Bonfield,05IL,-88.0167007446289,41.156700134277344
small_airport,Cooper Airport,US-IN,Belleville,05IN,-86.50420379638672,39.641998291015625
small_airport,Hardy Airport,US-IL,Mount Auburn,05IS,-89.26399993896484,39.72589874267578
small_airport,Darbro Field,US-KS,Elk City,05KS,-95.95919799804688,37.26620101928711
small_airport,Cartersville Airport,US-KY,Berea,05KY,-84.40720367,37.53689957
small_airport,Greg's Flying Service Airport,US-LA,Baskin,05LA,-91.69779968261719,32.26530075073242
heliport,Midwest Heliport,US-IL,Willowbrook,05LL,-87.93509674072266,41.7489013671875
small_airport,Grass Roots Airport,US-LA,Alexandria,05LS,-92.47579956054688,31.252199172973633
heliport,Pauls Valley General Hospital Heliport,US-OK,Pauls Valley,,-97.214237,34.71979
heliport,Bentley Heliport,US-MA,Ipswich,05MA,-70.91230010986328,42.691200256347656
small_airport,Breezecroft Airport,US-MD,Chestertown,05MD,-76.2052001953125,39.250099182128906
small_airport,Drisko Airport,US-ME,Jonesboro,05ME,-67.55919647216797,44.65700149536133
heliport,Northern Pines Medical Center Heliport,US-MN,Aurora,05MN,-92.2302778,47.5175001
heliport,Portageville Community Heliport,US-MO,Portageville,05MO,-89.68009948730469,36.4297981262207
heliport,Va Medical Center Jackson Heliport,US-MS,Jackson,05MS,-90.16809844970703,32.31890106201172
small_airport,Jones Landing,US-MT,Belgrade,05MT,-111.152163,45.815368
closed,Brunswick Community Hospital Heliport,US-NC,Supply,,-78.2911,34.008099
small_airport,Mc Kay Airport,US-NE,Spalding,05NE,-98.3089981079,41.7221984863
heliport,Stumpfield Heliport,US-NH,Kensington,05NH,-70.95140075683594,42.92390060424805
heliport,Paulus Hook Pier Heliport,US-NJ,Jersey City,05NJ,-74.03150177001953,40.7140007019043
small_airport,Baker Ranches Airport,US-NV,Baker,05NV,-114.088219,39.0311
heliport,Oswego County At Pulaski Heliport,US-NY,Pulaski,05NY,-76.09020233154297,43.551998138427734
small_airport,Dorlon Airpark,US-OH,Columbia Station,05OI,-81.96260070800781,41.28839874267578
closed,Hawk Haven Airport,US-OK,Crescent,,-97.567497,35.8534
small_airport,Peacock Ranch Airport,US-OR,Enterprise,05OR,-117.35099792480469,45.44150161743164
heliport,PECO Mob. Heliport,US-PA,Philadelphia,05PA,-75.178201,39.9548
heliport,State Police Area Iii Heliport,US-PA,Harrisburg,05PN,-76.85800170898438,40.30009841918945
small_airport,Mills Brothers Airport,US-PA,Burnt Cabins,05PS,-77.86190032958984,40.142799377441406
small_airport,Vernonia Airfield,US-OR,Vernonia,05S,-123.24199676513672,45.85150146484375
small_airport,Brandes Air Field,US-TX,Sealy,05TA,-96.26509857177734,29.809099197387695
small_airport,Hilde-Griff Field,US-TX,Georgetown,05TE,-97.79139709472656,30.72209930419922
closed,Thurmond Glenn Field,US-TN,Covington,,-89.552903,35.556998
small_airport,Dew Drop Airport,US-TX,Justin,05TS,-97.35859680175781,33.12929916381836
small_airport,Circle 'A' Ranch Airport,US-TX,Blum,05TX,-97.4041976928711,32.12919998168945
small_airport,Oljato Airport,US-UT,Oljato,05UT,-110.31700134277344,37.03329849243164
small_airport,Blanca Airport,US-CO,Blanca,05V,-105.552001953125,37.41109848022461
small_airport,Providence Airport,US-VA,Farmville,05VA,-78.4186019897461,37.22420120239258
heliport,Port of Highgate Springs Heliport,US-VT,Highgate Springs,05VT,-73.08670043945312,45.013301849365234
heliport,Sacred Heart Medical Center Helistop,US-WA,Spokane,05WA,-117.41400146484375,47.64820098876953
small_airport,Ames Private Airport,US-WI,Darien,05WI,-88.74590301513672,42.651100158691406
small_airport,Flat Creek Field,US-WA,Kettle Falls,05WN,-118.0475,48.702222
small_airport,Johnson Memorial Airport,US-AR,Wilmot,05XS,-91.54319763183594,33.07929992675781
small_airport,Henning Municipal Airport,US-MN,Henning,05Y,-95.43949890136719,46.30379867553711
small_airport,June Lake Airpark,US-AK,Wasilla,06AK,-149.575331,61.627619
heliport,Brown Stagefield Army Heliport,US-AL,Fort Rucker/New Brockton,06AL,-85.97239685058594,31.388399124145508
small_airport,Bondair Airport,US-AR,Higden,06AR,-92.18489837646484,35.544498443603516
heliport,Mercy Gilbert Medical Center Heliport,US-AZ,Gilbert,06AZ,-111.75299835205078,33.28580093383789
seaplane_base,Lucky Landing Marina and Seaplane Base,US-ME,Bangor,06B,-68.8050003052,44.907001495399996
heliport,Sce Solar I Heliport,US-CA,Yermo,06CA,-116.83399963378906,34.87080001831055
heliport,Abc7-Tv Heliport,US-CA,Glendale,06CL,-118.28900146484375,35.15719985961914
small_airport,Jecan Airport,US-CO,Branson,06CO,-103.69100189208984,37.38750076293945
small_airport,William P Gwinn Airport,US-FL,Jupiter,06FA,-80.32890319824219,26.90839958190918
small_airport,Grass Roots Airpark,US-FL,Mascotte,06FD,-81.88500213623047,28.641700744628906
heliport,Morton Plant Hospital Heliport,US-FL,Clearwater,06FL,-82.8042984008789,27.953399658203125
heliport,Smith Heliport,US-GA,Redan,06GA,-84.16210174560547,33.75339889526367
seaplane_base,Patoka Reservoir Landing Area Seaplane Base,US-IN,French Lick,06I,-86.69110107421875,38.43339920043945
small_airport,Rich Field,US-IA,Walford,06IA,-91.83429718017578,41.841400146484375
small_airport,Larkin Airport,US-ID,Kuna,06ID,-116.35900115966797,43.46269989013672
small_airport,Humm Airport,US-IL,Earlville,06IL,-88.86990356445312,41.5994987487793
closed,Ellis Fly-In Airport,US-IN,Blackhawk,,-87.303596,39.282799
small_airport,Sinele Strip,US-IL,Nauvoo,06IS,-91.27429962158203,40.5463981628418
heliport,Riverside Hospital Airlift Heliport,US-KS,Wichita,06KS,-97.37249755859375,37.69580078125
heliport,Falcon Heliport,US-KY,Jackson,06KY,-83.34519958496094,37.525901794433594
heliport,Panther Helicopters Inc Heliport,US-LA,Belle Chasse,06LA,-90.02780151367188,29.84600067138672
closed,Hammersmith Heliport,US-IL,Elburn,,-88.496901,41.8736
heliport,Tembec Heliport,US-LA,St Francisville,06LS,-91.32019805908203,30.70789909362793
heliport,The Barn Heliport,US-MA,Pepperell,06MA,-71.60900115966797,42.69060134887695
heliport,Bayview Heliport,US-MD,Baltimore,06MD,-76.54630279541016,39.29140090942383
heliport,Barker Heliport,US-ME,Bethel,06ME,-70.844275,44.415247
heliport,W A Foote Memorial Hospital Heliport,US-MI,Jackson,06MI,-84.39140319824219,42.2510986328125
small_airport,Pike Field Airport,US-MN,Virginia,06MN,-92.41670227050001,47.6519012451
small_airport,Noahs Ark Airport,US-MO,Waldron,06MO,-94.80439758300781,39.23059844970703
small_airport,Torgerson Airport,US-MT,Ethridge,06MT,-112.10900115966797,48.55830001831055
small_airport,Randall Airport,US-NY,Middletown,06N,-74.3916015625,41.43199920654297
small_airport,Tailwinds Airport,US-NC,St. Pauls,06NC,-78.9302978515625,34.82749938964844
small_airport,Fitterer's Strip,US-ND,Glen Ullin,06ND,-101.66899871826172,46.7489013671875
heliport,St Marys Hospital Heliport,US-NE,Nebraska City,06NE,-95.86170196533203,40.68000030517578
small_airport,Cole Farm Airport,US-NH,Kensington,06NH,-70.97309875488281,42.92839813232422
closed,Chemical Bank - New Jersey Na Heliport,US-NJ,Moorestown,,-74.999603,39.950102
small_airport,Silver Creek Airport,US-NV,Baker,06NV,-114.150277,39.098333
small_airport,Murphy Field,US-NY,Auburn,06NY,-76.44529724121094,42.84280014038086
heliport,Saint Elizabeth Medical Center Heliport,US-OH,Youngstown,06O1,-80.65699768066406,41.11479949951172
small_airport,Hal Joy Airfield,US-OH,Williamsfield,06OH,-80.59120178222656,41.50979995727539
small_airport,Green Acres Airport,US-OH,New Lebanon,06OI,-84.3822021484375,39.734798431396484
heliport,Albert Lodge Heliport,US-OK,Grove,06OK,-94.83360290527344,36.54169845581055
small_airport,Hayden Mountain Airport,US-OR,Forest Grove,06OR,-123.08000183105469,45.4650993347168
small_airport,Freefall Oz Airport,US-PA,Ceres,06PA,-78.288152,41.995792
heliport,Schiavoni Heliport,US-PA,Harrisburg,06PN,-76.772533,40.382733
heliport,Cherokee Island Castle Heliport,US-PA,West Homestead,06PS,-79.92130279541016,40.40230178833008
small_airport,Grawunder Field,US-TX,Bellville,06R,-96.24610137939453,29.9419002532959
small_airport,Beyer Farm Airport,US-KS,Derby,06SN,-97.25309753417969,37.583900451660156
small_airport,Glaser Field,US-TX,Buckholts,06TA,-97.11689758300781,30.90850067138672
small_airport,Ainsworth Airport,US-TX,Cleveland,06TE,-95.02690124511719,30.312700271606445
small_airport,Hunter STOLport,US-TN,Columbia,06TN,-86.95690155029297,35.69729995727539
closed,Roscoe Mc Connico Airport,US-TX,Kerens,,-96.179101,32.120701
small_airport,Diamond N Ranch Airport,US-TX,Hockley,06TX,-95.81289672851562,30.057600021362305
small_airport,Mount Horeb Field,US-VA,Grottoes,06VA,-78.85530090332031,38.249000549316406
heliport,N A Degerstrom Yard Heliport,US-WA,Spokane,06WA,-117.197998046875,47.68629837036133
small_airport,Young Private Airport,US-WI,Frederic,06WI,-92.45020294189453,45.66270065307617
small_airport,Western Airpark,US-WA,Yelm,06WN,-122.5530014038086,46.92499923706055
small_airport,Campbell Field,US-TX,Aubrey,06XS,-97.04419708251953,33.32469940185547
small_airport,Herman Municipal Airport,US-MN,Herman,06Y,-96.16059875488281,45.83000183105469
small_airport,Pan Lake Strip Airport,US-AK,Willow,07AA,-149.9549028,61.6959639
heliport,Tac X Stagefield Army Heliport,US-AL,Fort Rucker/Samson,07AL,-85.9791030883789,31.125200271606445
small_airport,Morrilton Airport,US-AR,Morrilton,07AR,-92.80020141601562,35.19449996948242
closed,John C Lincoln Hospital Heliport,US-AZ,Phoenix,07AZ,-112.06900024414062,33.56669998168945
small_airport,Blue Hill Airport,US-ME,Blue Hill,07B,-68.5697021484375,44.448001861572266
heliport,West Side Hospital Heliport,US-CA,Taft,07CA,-119.45099639892578,35.13890075683594
small_airport,Richvale Airport,US-CA,Richvale,07CL,-121.77100372314453,39.49769973754883
small_airport,Comanche Creek Airport,US-CO,Kiowa,07CO,-104.427001953125,39.26359939575195
closed,Tnt Heliport,US-CT,Salem,07CT,-72.24960327148438,41.45289993286133
small_airport,Tackaberry Airport,US-MI,Avoca,07D,-82.72380065917969,43.06449890136719
small_airport,Ocean Reef Club Airport,US-FL,Key Largo,07FA,-80.274803161621,25.325399398804
closed,Flying G Ranch STOLport,US-FL,Lee,,-83.283796,30.417999
heliport,Southwest Florida Regional Medical Center Heliport,US-FL,Fort Myers,07FL,-81.8594970703125,26.60540008544922
small_airport,Alcovy Airport,US-GA,Covington,07GA,-83.76309967041016,33.67499923706055
seaplane_base,Lake Monroe Seaplane Base,US-IN,Bloomington,07I,-86.44609832763672,39.05870056152344
small_airport,Interstate Airport,US-ID,Malta,07ID,-113.30500030517578,42.2781982421875
heliport,St Vincent Jennings Hospital Heliport,US-IN,North Vernon,07II,-85.64080047607422,39.01060104370117
small_airport,Gray Airport,US-IN,Boggstown,07IN,-85.91390228271484,39.573699951171875
small_airport,Central City Municipal - Larry Reineke Field,US-NE,Central City,07K,-98.0516967773,41.1125984192
small_airport,Heape Field,US-KS,Augusta,07KS,-96.93669891357422,37.73419952392578
small_airport,Blue Lick Airport,US-KY,Louisville,07KY,-85.69329833984375,38.08060073852539
closed,Air Oil Inc Nr 1 Heliport,US-LA,Harahan,,-90.183701,29.937099
heliport,LA State Police Troop F Heliport,US-LA,Monroe,07LS,-91.9889984131,32.518100738499996
heliport,West Pond Heliport,US-MA,Plymouth,07MA,-70.70950317382812,41.91699981689453
small_airport,Baugher's Orchard Airport,US-MD,Westminster,07MD,-77.0519027709961,39.608299255371094
heliport,Westbrook Heliport,US-ME,Westbrook,07ME,-70.33920288085938,43.73830032348633
small_airport,Scott Airstrip,US-MI,Lake,07MI,-85.0239028930664,43.864200592041016
small_airport,Dairyview Airport,US-MN,Hadley,07MN,-95.90950012207031,44.05500030517578
small_airport,Lake Sexton Airport,US-MO,Warrensburg,07MO,-93.61689758300781,38.650001525878906
small_airport,Glasgow Industrial Airport,US-MT,Glasgow,07MT,-106.52799987792969,48.42110061645508
small_airport,Bermudian Valley Airpark,US-PA,Kralltown,07N,-77.00389862060547,40.01679992675781
small_airport,Hawks Meadow Airport,US-NC,Waxhaw,07NC,-80.7511978149414,34.83319854736328
seaplane_base,Diving Rock Seaplane Base,US-NH,Washington,07NH,-72.06390380859375,43.17559814453125
heliport,Hackensack UMC Palisades Heliport,US-NJ,North Bergen,07NJ,-73.994863,40.793666
small_airport,Border Line Farm Airport,US-NV,Baker,07NV,-114.053472,39.102239
heliport,Mmc Heliport,US-NY,Monticello,07NY,-74.76499938964844,42.66640090942383
closed,Tennessee Gas Heliport,US-OH,Claysville,,-81.683503,39.9373
small_airport,Pleasant Valley Airport,US-OK,Snyder,07OK,-99.03369903564453,34.633399963378906
small_airport,Bruce's Airport,US-OR,Milwaukie,07OR,-122.62000274658203,45.42179870605469
small_airport,Folmar Airport,US-PA,Grassflat,07PN,-78.125278,40.998889
small_airport,Churchill Airport,US-KS,Phillipsburg,07SN,-99.36009979248047,39.77280044555664
heliport,Salaika Aviation Heliport,US-TX,Danbury,07TA,-95.344658,29.240519
small_airport,Cuddihy Field,US-TX,Corpus Christi,07TE,-97.51280212402344,27.721099853515625
small_airport,Corntassel Airport,US-TN,Vonore,07TN,-84.24109649658203,35.568599700927734
small_airport,Cross-Country Estates Airport,US-TX,Georgetown,07TS,-97.57279968261719,30.625
heliport,Pecks Heliport,US-TX,Princeton,07TX,-96.447998046875,33.183998107910156
small_airport,E Northrop Grumman Airport,US-UT,Howell,07UT,-112.447222,41.716667
small_airport,Alpha Hotel Airport,US-VA,Clover,07VA,-78.78309631347656,36.81959915161133
small_airport,Meadow STOLport,US-VT,Jericho,07VT,-72.91470336914062,44.447200775146484
heliport,Multicare Deaconess Hospital Heliport,US-WA,Spokane,07WA,-117.424477,47.651637
closed,Bartell Strip,US-WI,Genessee Depot,,-88.391502,42.965302
heliport,Allen Ponderosa Heliport,US-TX,Crowley,07XS,-97.3917007446289,32.542198181152344
small_airport,Hill City-Quadna Mountain Airport,US-MN,Hill City,07Y,-93.5969009399414,46.955501556396484
small_airport,Fisher Airport,US-AK,Big Lake,08AK,-149.724439,61.569639
closed,Crittenden Regional Hospital Heliport,US-AR,West Memphis,,-90.190212,35.142046
heliport,Mesa Police Heliport,US-AZ,Mesa,08AZ,-111.83699798583984,33.41740036010742
small_airport,Merrymeeting Field,US-ME,Bowdoinham,08B,-69.88710021972656,44.0
heliport,Pg & E Co. Placerville Svc Center Heliport,US-CA,Diamond Springs,08CA,-120.8270034790039,38.69490051269531
small_airport,Kistler Ranch Airport,US-CA,Jamestown,08CL,-120.55400085449219,37.85960006713867
heliport,Tulare Motor Sports #1 Heliport,US-CA,Tulare,08CN,-119.306181,36.172031
small_airport,Terra Firma Airport,US-CO,Rush,08CO,-104.04100036621094,38.73249816894531
seaplane_base,Seavair's Landing Seaplane Base,US-CT,Winsted,08CT,-73.09310150146484,41.895999908447266
small_airport,City of Coalgate Airport,US-OK,Coalgate,08F,-96.23310089111328,34.53179931640625
small_airport,Duda Airstrip,US-FL,La Belle,08FA,-81.48370361328125,26.57979965209961
small_airport,Sunniland Ranch Airport,US-FL,Okeechobee,08FD,-80.77279663085938,27.363100051879883
small_airport,J. H. Hendrie Farms Airport,US-FL,Lake Placid,08FL,-81.32869720458984,27.08449935913086
heliport,Salt Fork Lodge Heliport,US-OH,Cambridge,08G,-81.52619934082031,40.11090087890625
small_airport,Sapelo Island Airport,US-GA,Darien,08GA,-81.28589630126953,31.425800323486328
small_airport,Symms Airport,US-ID,Marsing,08ID,-116.7770004272461,43.56930160522461
heliport,Parkview Lagrange Hospital Heliport,US-IN,Lagrange,08II,-85.426386,41.645085
small_airport,Harms Airstrip,US-IL,Tampico,08IL,-89.79399871826172,41.57699966430664
seaplane_base,Winona Lake Seaplane Base,US-IN,Winona Lake,02D,-85.830556,41.223056
small_airport,Hemmer RLA Restricted Landing Area,US-IL,Du Quoin,08IS,-89.20290374759999,37.977798461899994
small_airport,Alderson Airport,US-KS,Bennington,08KS,-97.58000183105469,39.034698486328125
small_airport,Boss Airport,US-KY,Burnside,08KY,-84.6260986328125,36.972599029541016
heliport,Air Oil Inc Nr 2 Heliport,US-LA,Harahan,08LA,-90.18260192871094,29.952999114990234
small_airport,Sauer Airport,US-IL,Dwight,08LL,-88.48919677734375,41.07529830932617
small_airport,Aeleron Airport,US-LA,Grand Coteau,08LS,-92.02359771728516,30.403600692749023
small_airport,Wormid Airport,US-MA,Southborough,08MA,-71.49620056152344,42.29399871826172
heliport,St Joseph Hospital Heliport,US-MD,Towson,08MD,-76.61000061035156,39.388301849365234
small_airport,Lindbergh Airport,US-ME,Avon,08ME,-70.34529876708984,44.81420135498047
heliport,Sparrow Hospital Heliport,US-MI,Lansing,08MI,-84.53659821,42.73419952
seaplane_base,Christenson Point Seaplane Base,US-MN,Chisholm/Hibbing,08MN,-93.05439758300781,47.66939926147461
